SMILES,MW,HBA,HBD,nRot,nRing,nHet,TPSA,LogP,StereoCenters
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
N#CC1(O)CC1,83.09,2,1,0,1,2,44.019999999999996,0.03487999999999997,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
CC1=CC(O)C1,84.11800000000001,1,1,0,1,1,20.23,0.6973,1
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
N=C1CCC1C=O,97.11699999999998,2,1,1,1,2,40.92,0.61507,1
O=C1CC(=O)C1,84.074,2,0,0,1,2,34.14,-0.0816,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
OC1CCC1,72.107,1,1,0,1,1,20.23,0.5312,0
O=CC1CC1=O,84.074,2,0,1,1,2,34.14,-0.2257,1
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
C1=CCNCC1,83.134,1,1,0,1,1,12.03,0.5359,0
O=C1CCCN1,85.10600000000001,1,1,0,1,2,29.1,-0.10360000000000008,0
C#CC1CCN1,81.11800000000001,1,1,0,1,1,12.03,-0.018500000000000016,1
CC1CC(=O)C1,84.118,1,0,0,1,1,17.07,0.9854,0
O=CC1=CCC1=O,96.085,2,0,1,1,2,34.14,0.08449999999999996,0
CC1=CC1CO,84.11800000000001,1,1,1,1,1,20.23,0.5548,1
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1C=CCC1,82.10200000000002,1,0,0,1,1,17.07,0.9055,0
O=C1C=CCC1O,98.101,2,1,0,1,2,37.3,-0.12370000000000009,1
O=C1C=CCC1,82.10200000000002,1,0,0,1,1,17.07,0.9055,0
CC1=NCCC1,83.134,1,0,0,1,1,12.36,1.2411,0
O=CC1CCC1,84.11800000000001,1,0,1,1,1,17.07,0.9854,0
C#CC1=CC1O,80.086,1,1,0,1,1,20.23,-0.07950000000000002,1
CC1(C#N)CC1,81.11800000000001,1,0,0,1,1,23.79,1.3100800000000001,0
O=C1CCCO1,86.09,2,0,0,1,2,26.3,0.3234,0
O=c1cccc[nH]1,95.101,1,1,0,1,2,32.86,0.37489999999999996,0
CC1=CCC1N,83.13400000000001,1,1,0,1,1,26.02,0.6637000000000001,1
COC1CC1,72.10700000000001,1,0,1,1,1,9.23,0.7952,0
ON1CCC1,73.09500000000001,2,1,0,1,2,23.47,0.08129999999999993,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=CC1(O)CC1,86.09,2,1,1,1,2,37.3,-0.28980000000000006,0
O=C1C=CCC1,82.10200000000002,1,0,0,1,1,17.07,0.9055,0
O=C1C=CC=C1,80.086,1,0,0,1,1,17.07,0.6814999999999999,0
CC1CCO1,72.107,1,0,0,1,1,9.23,0.7952,1
CC1CC(=O)C1,84.118,1,0,0,1,1,17.07,0.9854,0
CC1(C=O)CC1,84.11800000000001,1,0,1,1,1,17.07,0.9854,0
O=CC1=CCC1=O,96.085,2,0,1,1,2,34.14,0.08449999999999996,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=CC1=CCCC1,96.129,1,0,1,1,1,17.07,1.2955999999999999,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
CC1=CC(=O)CC1,96.129,1,0,0,1,1,17.07,1.2956,0
CC1CC1=O,70.091,1,0,0,1,1,17.07,0.5952999999999999,1
CC1=NCCC1,83.134,1,0,0,1,1,12.36,1.2411,0
C#CC1CC12C=N2,91.113,1,0,0,2,1,12.36,0.4627,2
CC1(O)CCC1,86.13400000000001,1,1,0,1,1,20.23,0.9213,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
N#CC1COC1,83.09,2,0,0,1,2,33.019999999999996,0.15637999999999996,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1C=CCN1,83.09000000000002,1,1,0,1,2,29.1,-0.32760000000000006,0
CC1(C#N)CN1,82.10600000000001,2,1,0,1,2,45.730000000000004,-0.12811999999999996,1
CC1CCC1=O,84.118,1,0,0,1,1,17.07,0.9854,1
CC1=NCC1,69.107,1,0,0,1,1,12.36,0.851,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CC=CCN1,97.117,1,1,0,1,2,29.1,0.062499999999999944,0
CC1(C#N)CC1,81.11800000000001,1,0,0,1,1,23.79,1.3100800000000001,0
CC1COC1,72.107,1,0,0,1,1,9.23,0.6527000000000001,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCO1,72.063,2,0,0,1,2,26.3,-0.06669999999999998,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
CC1(C#N)CC1,81.11800000000001,1,0,0,1,1,23.79,1.3100800000000001,0
O=C1CC=CC1,82.102,1,0,0,1,1,17.07,0.9055,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
CC1=COC1=O,84.074,2,0,0,1,2,26.3,0.447,0
CC1CC(=O)C1,84.118,1,0,0,1,1,17.07,0.9854,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1C=CNC1,83.09,2,1,0,1,2,29.1,-0.3276000000000001,0
O=CC1CC(=O)C1,98.101,2,0,1,1,2,34.14,0.1644,0
O=CCc1cc1=O,96.08499999999998,2,0,2,1,2,34.14,-0.33619999999999994,0
C#Cc1cc[nH]c1,91.11299999999999,0,1,0,1,1,15.79,0.996,0
O=C1C=CCC=C1,94.113,1,0,0,1,1,17.07,1.0715999999999999,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
CCC1=NCC1,83.134,1,0,1,1,1,12.36,1.2411,0
O=C1CCC=C1O,98.10099999999998,2,1,0,1,2,37.3,0.7911999999999999,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
O=C1CC(=O)C1,84.074,2,0,0,1,2,34.14,-0.0816,0
C#CC1CO1,68.075,1,0,0,1,1,12.53,0.018399999999999972,1
C1CNC1,57.096,1,1,0,1,1,12.03,-0.02030000000000004,0
NC1CC1,57.096,1,1,0,1,1,26.02,0.10749999999999993,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
CC1CN1,57.096,1,1,0,1,1,21.94,-0.021899999999999975,1
O=C1C=CCC1,82.10200000000002,1,0,0,1,1,17.07,0.9055,0
N#CC1CC1,67.09100000000001,1,0,0,1,1,23.79,0.91998,0
CC1=NC=C1,67.091,1,0,0,1,1,12.36,0.9746,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
CN=C1CC1,69.107,1,0,0,1,1,12.36,0.851,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1C=CNC1,83.09,2,1,0,1,2,29.1,-0.3276000000000001,0
O=C1CNC1,71.07900000000001,2,1,0,1,2,29.1,-0.8412999999999999,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
CC1N=CCC1=O,97.117,2,0,0,1,2,29.43,0.41850000000000004,1
O=C1C=C=CNC1,95.101,2,1,0,1,2,29.1,-0.17250000000000004,0
CN1C=CCC1,83.13400000000001,1,0,0,1,1,3.24,0.8356,0
CC1CC(=O)N1,85.106,1,1,0,1,2,29.1,-0.1051999999999999,1
O=CC1=CC(=O)C1,96.085,2,0,1,1,2,34.14,0.08449999999999991,0
O=C1C=CC1,68.07500000000002,1,0,0,1,1,17.07,0.5154,0
O=C1C=CCC1,82.10200000000002,1,0,0,1,1,17.07,0.9055,0
O=C1C=CCC1,82.10200000000002,1,0,0,1,1,17.07,0.9055,0
N#CC1CC1,67.09100000000001,1,0,0,1,1,23.79,0.91998,0
CN1CC1C#N,82.10600000000001,2,0,0,1,2,26.799999999999997,-0.17602000000000007,2
Cn1cccn1,82.10600000000001,2,0,0,1,2,17.82,0.4200999999999999,0
O=C1CC=CC1O,98.10099999999998,2,1,0,1,2,37.3,-0.12370000000000003,1
CC1(C=O)CC1,84.11800000000001,1,0,1,1,1,17.07,0.9854,0
N#CC1CC1,67.09100000000001,1,0,0,1,1,23.79,0.91998,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
Cc1ccccn1,93.129,1,0,0,1,1,12.89,1.39002,0
CC1(C#N)CO1,83.09,2,0,0,1,2,36.32,0.29888,1
CC1CN1,57.096,1,1,0,1,1,21.94,-0.021899999999999975,1
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CC=C1CO,98.101,2,1,1,1,2,37.3,-0.12210000000000004,0
O=CC1CC(=O)C1,98.101,2,0,1,1,2,34.14,0.1644,0
CC1CCN1,71.12299999999999,1,1,0,1,1,12.03,0.3682,1
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
CC1=CCNC1,83.134,1,1,0,1,1,12.03,0.5359,0
O=C1C=CC12CC2,94.11300000000001,1,0,0,2,1,17.07,0.9055,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CC=CC1,82.102,1,0,0,1,1,17.07,0.9055,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
CC1CCN1,71.12299999999999,1,1,0,1,1,12.03,0.3682,1
O=C1C=CCC1,82.10200000000002,1,0,0,1,1,17.07,0.9055,0
CC1CCO1,72.107,1,0,0,1,1,9.23,0.7952,1
C1=CCOC1,70.091,1,0,0,1,1,9.23,0.5728,0
CC1CC1=O,70.091,1,0,0,1,1,17.07,0.5952999999999999,1
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
CC1(C#N)CC1,81.11800000000001,1,0,0,1,1,23.79,1.3100800000000001,0
O=C1CCC1=O,84.074,2,0,0,1,2,34.14,-0.0816,0
C#CC1CN1,67.091,1,1,0,1,1,21.94,-0.4086,1
N=C1CCC1=O,83.08999999999999,2,1,0,1,2,40.92,0.36907,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCCC1,84.11800000000001,1,0,0,1,1,17.07,1.1295,0
O=C1C=CCC1,82.10200000000002,1,0,0,1,1,17.07,0.9055,0
O=CC1CC1,70.09100000000001,1,0,1,1,1,17.07,0.5952999999999999,0
Cc1cccnc1,93.129,1,0,0,1,1,12.89,1.39002,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
Cc1ccoc1,82.102,1,0,0,1,1,13.14,1.58802,0
O=C1CCCC1=O,98.101,2,0,0,1,2,34.14,0.3085,0
CC12C=C1OC2,82.102,1,0,0,2,1,9.23,0.9204,1
O=C1CC=CC1,82.102,1,0,0,1,1,17.07,0.9055,0
C#CC1=NCC1,79.102,1,0,0,1,1,12.36,0.46430000000000005,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
N#CC1CC1,67.09100000000001,1,0,0,1,1,23.79,0.91998,0
CC1(C#N)CC1,81.11800000000001,1,0,0,1,1,23.79,1.3100800000000001,0
C#CC1=NCC1,79.102,1,0,0,1,1,12.36,0.46430000000000005,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
OC1CCC1,72.107,1,1,0,1,1,20.23,0.5312,0
N=C1CCC1=O,83.08999999999999,2,1,0,1,2,40.92,0.36907,0
N#CC1CC1=O,81.074,2,0,0,1,2,40.86,0.09897999999999996,1
O=C1C=CC1,68.07500000000002,1,0,0,1,1,17.07,0.5154,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCC1,70.09100000000001,1,0,0,1,1,17.07,0.7394000000000001,0
O=C1CCO1,72.063,2,0,0,1,2,26.3,-0.06669999999999998,0
