SMILES,MW,HBA,HBD,nRot,nRing,nHet,TPSA,LogP,StereoCenters
C1CNC1,57.096,1,1,0,1,1,12.03,-0.02030000000000004,0
O=C1C=NC=CC1,95.10099999999998,2,0,0,1,2,29.43,0.5437,0
CCC1=CC1O,84.11799999999998,1,1,1,1,1,20.23,0.6973,1
O=C1CCC=C1O,98.10099999999998,2,1,0,1,2,37.3,0.7911999999999999,0
CC1=NN1,56.068,2,1,0,1,2,34.3,-0.07700000000000001,0
CC1CN1,57.096,1,1,0,1,1,21.94,-0.021899999999999975,1
N#CC1CC1=O,81.074,2,0,0,1,2,40.86,0.09897999999999996,1
N=C1CCC1C=O,97.11699999999998,2,1,1,1,2,40.92,0.61507,1
CC1CCN1,71.12299999999999,1,1,0,1,1,12.03,0.3682,1
O=C1C=C=CC1,80.086,1,0,0,1,1,17.07,0.6704999999999999,0
CCC1CC1=O,84.118,1,0,1,1,1,17.07,0.9854,1
CC1=C=CC1CN,95.14500000000001,1,1,1,1,1,26.02,0.6763000000000001,1
O=CCc1cc1=O,96.08499999999998,2,0,2,1,2,34.14,-0.33619999999999994,0
O=C1CC1,56.064,1,0,0,1,1,17.07,0.3493,0
