SMILES,MW,HBA,HBD,nRot,nRing,nHet,TPSA,LogP,StereoCenters
O=C1CCC(=O)C(=O)C1,126.11099999999999,3,0,0,1,3,51.21,-0.12239999999999995,0
CC1CNC(=O)NC1,114.148,1,2,0,1,3,41.13,-0.06469999999999992,0
C#CC1CC(=O)C1=O,108.09599999999999,2,0,0,1,2,34.14,-0.22229999999999994,1
C#CCC1C(=O)C1=O,108.09599999999999,2,0,1,1,2,34.14,-0.22229999999999994,0
C#CC1NCC(=O)N1,110.116,2,2,0,1,3,41.13,-1.3348999999999998,1
CC1=CC(=O)NCC1,111.144,1,1,0,1,2,29.1,0.45260000000000006,0
CN1CCN1C=C=O,112.13199999999998,3,0,1,1,3,23.55,-0.5059,0
O=C1CCCNC1=O,113.116,2,1,0,1,3,46.17,-0.5345000000000002,0
CC1=NC(C=O)C1=O,111.09999999999998,3,0,1,1,3,46.5,-0.4025000000000001,1
C#CC1OCCC1=O,110.112,2,0,0,1,2,26.3,-0.022399999999999975,1
C#CC1OC1C=O,96.08499999999998,2,0,1,1,2,29.6,-0.41410000000000013,2
O=C1CCC(=O)OC1,114.1,3,0,0,1,3,43.370000000000005,-0.10750000000000004,0
CC1CC(=O)N1C=O,113.11599999999999,2,0,1,1,3,37.38,-0.23639999999999994,1
N#CC1(C=O)CC1=O,109.08399999999999,3,0,1,1,3,57.93,-0.33192,1
O=CC1CC(=O)C1=O,112.08399999999999,3,0,1,1,3,51.21,-0.6566000000000001,1
O=C1CCC(=O)OC1,114.1,3,0,0,1,3,43.370000000000005,-0.10750000000000004,0
CN1C(=O)CC1C#N,110.116,2,0,0,1,3,44.1,-0.25932,1
CN1C=CCOCC1=O,127.143,2,0,0,1,3,29.54,-0.011300000000000088,0
O=C1CCNC(=O)C1,113.11599999999999,2,1,0,1,3,46.17,-0.5345,0
CC1CC(=O)NC1=O,113.11599999999999,2,1,0,1,3,46.17,-0.3310000000000001,1
O=C1C=CC(=O)NCC1,125.12700000000001,2,1,0,1,3,46.17,-0.3684000000000003,0
N#CC1(C=O)CCC1=O,123.11099999999999,3,0,1,1,3,57.93,0.05818000000000001,1
CC1CC(=O)N1CC=O,127.14299999999999,2,0,2,1,3,37.38,-0.19389999999999996,1
CNC1NC(=O)C1C,114.14799999999998,2,2,1,1,3,41.129999999999995,-0.7022000000000004,2
CN1CC(=O)CC1=O,113.11599999999999,2,0,0,1,3,37.38,-0.5824000000000003,0
O=C1C=COCCC1=O,126.111,3,0,0,1,3,43.370000000000005,0.058599999999999985,0
O=C1CCNC1=O,99.08899999999998,2,1,0,1,3,46.17,-0.9246000000000001,0
O=C1CCCC1O,100.11699999999999,2,1,0,1,2,37.3,0.1003,1
O=C1CC#CNC1=O,109.08399999999999,2,1,0,1,3,46.17,-0.9637000000000002,0
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
CC1COCCC1=O,114.14399999999999,2,0,0,1,2,26.3,0.6119000000000001,1
C#CC1=NCCC1=O,107.112,2,0,0,1,2,29.43,0.033400000000000096,0
CC1CC(C=O)NC1=O,127.14299999999999,2,1,1,1,3,46.17,-0.29009999999999997,2
O=C1C=CCC1NCO,127.143,3,2,2,1,3,49.33,-0.5766000000000002,1
O=C1CC=C1CCO,112.128,2,1,2,1,2,37.3,0.26799999999999996,0
O=CC1CC(=O)CC1=O,126.11099999999999,3,0,1,1,3,51.21,-0.26649999999999996,1
C#CC1=CCC(=O)N1,107.112,1,1,0,1,2,29.1,0.02339999999999992,0
CC1CCOC(N)C1=O,129.159,3,1,0,1,3,52.32,-0.10329999999999984,2
CC1OCCC(=O)C1=O,128.12699999999998,3,0,0,1,3,43.370000000000005,-0.06659999999999999,1
C#CC1(C=O)CCO1,110.112,2,0,1,1,2,26.3,-0.022400000000000087,1
CN1C(=O)C=CC1=O,111.09999999999998,2,0,0,1,3,37.38,-0.4588000000000001,0
O=C1C=C=CC(=O)N1,109.08399999999999,2,1,0,1,3,46.17,-0.6459000000000001,0
C#Cc1n[nH]cc1C=O,120.11099999999996,2,1,1,1,3,45.75,0.20349999999999996,0
CC1(C=O)OC1C=O,114.09999999999998,3,0,2,1,3,46.67,-0.45830000000000015,2
C#CC1C=NC(=O)N1,108.1,1,1,0,1,3,41.46,-0.21779999999999994,1
O=C1CCNCC1=O,113.11599999999999,3,1,0,1,3,46.17,-0.8821000000000001,0
O=C1CCCC(=O)NC1,127.143,2,1,0,1,3,46.17,-0.14440000000000003,0
CC1NC(=O)CC=CO1,127.14299999999997,2,1,0,1,3,38.33,0.3826000000000001,1
O=C1CCC(=O)C(=O)C1,126.11099999999999,3,0,0,1,3,51.21,-0.12239999999999995,0
C#CC1C(C#N)N1C=O,120.111,2,0,1,1,3,43.87,-0.6476200000000001,2
O=C1NCC#CCO1,111.1,2,1,0,1,3,38.33,-0.2704,0
O=C1CC(O)CC1=O,114.1,3,1,0,1,3,54.37,-0.7207000000000001,0
CC(=O)C1OCCC1=O,128.127,3,0,1,1,3,43.370000000000005,-0.06659999999999999,1
CC1=CC(=O)N1C=O,111.1,2,0,1,1,3,37.38,-0.11119999999999997,0
CC1CNC(=O)C1C=O,127.14299999999997,2,1,1,1,3,46.17,-0.4326000000000001,2
O=C1CC=C(O)N1,99.089,2,2,0,1,3,49.33,-0.09430000000000005,0
N#CC1CC(=O)C(=O)C1,123.11099999999999,3,0,0,1,3,57.93,0.05818000000000001,0
O=C1CCCC1=O,98.101,2,0,0,1,2,34.14,0.3085,0
C#CC(=O)C1COC1,110.112,2,0,1,1,2,26.3,-0.16490000000000005,0
O=C1C=CCCC(=O)N1,125.12700000000001,2,1,0,1,3,46.17,-0.020800000000000096,0
C#CC1(C=O)CN1,95.101,2,1,1,1,2,39.010000000000005,-0.8395000000000001,1
O=C1CCC(=O)NC1,113.116,2,1,0,1,3,46.17,-0.5345,0
O=C1C=CCC(=O)C1=O,124.095,3,0,0,1,3,51.21,-0.34640000000000004,0
O=CC1CCNC1=O,113.116,2,1,1,1,3,46.17,-0.6786000000000001,1
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
O=C1C=CCCC1O,112.128,2,1,0,1,2,37.3,0.2663999999999999,1
O=C1C=CC(=O)NC1,111.10000000000001,2,1,0,1,3,46.17,-0.7585000000000002,0
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
CC1NC(=O)CCC1=O,127.14299999999999,2,1,0,1,3,46.17,-0.1459999999999999,1
CC1(C#N)CCC1=O,109.128,2,0,0,1,2,40.86,0.8791800000000001,1
O=C1C=CCCC1=O,110.11200000000001,2,0,0,1,2,34.14,0.4745999999999999,0
O=CN1C=CC(=O)C1,111.1,2,0,1,1,3,37.38,-0.4588000000000001,0
C#CCC1C(=O)N1C=O,123.11099999999999,2,0,2,1,3,37.15,-0.6231,1
O=C1CC(=O)C(=O)C1,112.08399999999999,3,0,0,1,3,51.21,-0.5125000000000002,0
CC1OCC(=O)CC1=O,128.12699999999998,3,0,0,1,3,43.370000000000005,-0.06659999999999999,1
O=C1CCNCC1=O,113.11599999999999,3,1,0,1,3,46.17,-0.8821000000000001,0
CC1OCCNC1=O,115.13199999999999,2,1,0,1,3,38.33,-0.47870000000000007,1
O=C=C1C(=O)CC1=O,110.06799999999998,3,0,0,1,3,51.21,-0.7137,0
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
O=C1CCC(=O)C1=O,112.08399999999999,3,0,0,1,3,51.21,-0.5125,0
O=CC1C=CC(=O)N1,111.1,2,1,1,1,3,46.17,-0.7601,1
C#CCC1(N)CC1=O,109.128,2,1,1,1,2,43.09,-0.32000000000000006,1
O=CC1CCC(=O)CN1,127.143,3,1,1,1,3,46.17,-0.4936,1
C#CC1COCN1,97.117,2,1,0,1,2,21.259999999999998,-0.43450000000000005,1
CC(=O)[N-]C1OCC1=O,128.107,3,0,1,1,4,57.470000000000006,-0.16799999999999993,1
O=CC1NCCC1=O,113.116,3,1,1,1,3,46.17,-0.8837000000000004,1
O=C1CCC(=O)C1=O,112.08399999999999,3,0,0,1,3,51.21,-0.5125,0
O=C1CCCNC1=O,113.116,2,1,0,1,3,46.17,-0.5345000000000002,0
CC(=O)N1CCC1=O,113.116,2,0,0,1,3,37.38,-0.2347999999999999,0
O=C1C=CC(=O)NCC1,125.12700000000001,2,1,0,1,3,46.17,-0.3684000000000003,0
C#CC1C(C=O)CN1C=O,137.138,2,0,2,1,3,37.38,-0.7247000000000001,2
O=CC1=CC(CO)CO1,128.12699999999998,3,1,2,1,3,46.53,-0.2921,1
CC1=NC=CNC1C=O,124.14299999999997,3,1,1,1,3,41.46,0.0892,1
CC1=C(C)C(=O)N=C1,109.12799999999999,1,0,0,1,2,29.43,0.9338000000000001,0
CC1(C#N)COC1=O,111.1,3,0,0,1,3,50.089999999999996,0.07308000000000003,1
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
O=C1CC=CN1C#CO,123.11099999999999,2,1,0,1,3,40.540000000000006,0.023299999999999946,0
CC1(C)CCNC1=O,113.16,1,1,0,1,2,29.1,0.5325,0
C#CC1CCC(=O)NC1,123.155,1,1,0,1,2,29.1,0.14579999999999999,1
CC1C(=O)C=CC1O,112.12799999999997,2,1,0,1,2,37.3,0.12229999999999996,2
N#CC1=CC(C#N)N1,105.1,3,1,0,1,3,59.61,-0.11074000000000012,1
O=C1CCOCC1=O,114.1,3,0,0,1,3,43.370000000000005,-0.45510000000000006,0
O=C1CC=C(O)N1,99.089,2,2,0,1,3,49.33,-0.09430000000000005,0
C#CC1(C)COCN1,111.14399999999999,2,1,0,1,2,21.259999999999998,-0.04439999999999994,1
O=C1CCCC(=O)C1=O,126.11099999999999,3,0,0,1,3,51.21,-0.12240000000000006,0
O=CC1OCCC1=O,114.1,3,0,1,1,3,43.370000000000005,-0.4567000000000001,1
O=C1C#CCNC1=O,109.08399999999999,2,1,0,1,3,46.17,-1.3113000000000001,0
O=C1CCC(=O)C(=O)C1,126.11099999999999,3,0,0,1,3,51.21,-0.12239999999999995,0
O=C1CCCCC(=O)C1=O,140.138,3,0,0,1,3,51.21,0.26770000000000005,0
C#CC1COCN1,97.117,2,1,0,1,2,21.259999999999998,-0.43450000000000005,1
O=C1CCC(=O)C1O,114.09999999999998,3,1,0,1,3,54.370000000000005,-0.7207000000000001,0
C#CC1=NCCNC1,108.144,2,1,0,1,2,24.39,-0.33620000000000005,0
C#CC1NCN=CC1=O,122.127,3,1,0,1,3,41.46,-0.8112000000000001,1
CC1CNC(=O)C1=O,113.11599999999999,2,1,0,1,3,46.17,-0.6786000000000001,1
O=C1C=CCC(=O)NC1,125.12700000000001,2,1,0,1,3,46.17,-0.36840000000000006,0
CN1C=NC(C=O)C1,112.13199999999998,3,0,1,1,3,32.67,-0.47240000000000015,1
CC1=CC(=O)C(=O)N1,111.1,2,1,0,1,3,46.17,-0.4109,0
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
O=C1CCC(=O)N1,99.089,2,1,0,1,3,46.17,-0.577,0
COC1C=CCOC1=O,128.127,3,0,1,1,3,35.53,0.11440000000000006,1
O=C1CCC=CNC1=O,125.12699999999998,2,1,0,1,3,46.17,-0.020800000000000096,0
C#CC1(CC=O)CN1,109.12799999999999,2,1,2,1,2,39.010000000000005,-0.44939999999999997,1
O=C1CCCC(=O)C1=O,126.11099999999999,3,0,0,1,3,51.21,-0.12240000000000006,0
C#CC1(C=O)NC1=O,109.08399999999999,2,1,1,1,3,56.080000000000005,-1.3129000000000002,1
NC1=CC(C=O)NC1,112.132,3,2,1,1,3,55.120000000000005,-1.0003000000000004,1
O=CC1C=CC(=O)CO1,126.11099999999999,3,0,1,1,3,43.370000000000005,-0.29059999999999997,1
C#CC1NCC1O,97.11699999999999,2,2,0,1,2,32.26,-1.0477,2
N#CC1NC1C=O,96.08899999999998,3,1,1,1,3,62.800000000000004,-0.9507200000000002,2
CC1NCCC(=O)CO1,129.159,3,1,0,1,3,38.33,-0.08860000000000001,1
C#CC1OCC1CN,111.144,2,1,1,1,2,35.25,-0.4067,2
O=CC1C=CC(=O)N1,111.1,2,1,1,1,3,46.17,-0.7601,1
Cc1cc(CC=O)co1,124.13899999999998,2,0,2,1,2,30.21,1.3294199999999998,0
O=C1C=CCCNC1=O,125.12700000000001,2,1,0,1,3,46.17,-0.3684000000000002,0
O=C1C=CCC(=O)C1=O,124.095,3,0,0,1,3,51.21,-0.34640000000000004,0
O=CC(=O)C1CCN1,113.116,3,1,2,1,3,46.17,-0.8837000000000002,1
N#CC1CCC(=O)N1,110.116,2,1,0,1,3,52.89,-0.2114200000000001,1
C#CC1CNC(=O)C1,109.12799999999999,1,1,0,1,2,29.1,-0.2442999999999999,1
O=C1CCC(=O)NC1,113.116,2,1,0,1,3,46.17,-0.5345,0
O=C1CCOCC1=O,114.1,3,0,0,1,3,43.370000000000005,-0.45510000000000006,0
CC1(C=O)CCCC1=O,126.155,2,0,1,1,2,34.14,0.9446,1
C#CC1(C=O)CN1,95.101,2,1,1,1,2,39.010000000000005,-0.8395000000000001,1
O=C1C=CCC1NCO,127.143,3,2,2,1,3,49.33,-0.5766000000000002,1
O=CC1CC(C=O)N1,113.11599999999999,3,1,2,1,3,46.17,-0.8853000000000002,2
C#CC1=NC1CCO,109.12799999999999,2,1,2,1,2,32.59,-0.1748,1
CN1C(=O)CC1C=O,113.11599999999999,2,0,1,1,3,37.38,-0.5840000000000001,1
O=C1CCCC(=O)C1=O,126.11099999999999,3,0,0,1,3,51.21,-0.12240000000000006,0
O=CC1=CC(=O)CCN1,125.127,3,1,1,1,3,46.17,-0.3684000000000002,0
O=CC1CCCC=N1,111.144,2,0,1,1,2,29.43,0.8086,1
C#CC1(C=O)CO1,96.085,2,0,1,1,2,29.6,-0.4125000000000001,1
CN1C=CC(=O)CN1,112.132,3,1,0,1,3,32.34,-0.48080000000000006,0
C#CC1(O)CNCN1,112.132,3,3,0,1,3,44.29,-1.5415000000000005,1
O=CC1CC=CC1=O,110.11199999999998,2,0,1,1,2,34.14,0.33049999999999996,1
O=C1CC=CNC1=O,111.1,2,1,0,1,3,46.17,-0.4109,0
O=C1CCCNCC1=O,127.143,3,1,0,1,3,46.17,-0.4920000000000002,0
CC1CC(=O)C(=O)C1,112.12799999999999,2,0,0,1,2,34.14,0.5545,0
CN1C(=O)C=CCC1=O,125.12699999999998,2,0,0,1,3,37.38,-0.06869999999999998,0
C#CC1(C=O)NCC1=O,123.11099999999999,3,1,1,1,3,46.17,-1.2704000000000002,1
O=CNC1C=CC1=O,111.09999999999998,2,1,2,1,3,46.17,-0.7601000000000002,1
C#CC1CNC(=O)C1,109.12799999999999,1,1,0,1,2,29.1,-0.2442999999999999,1
N#CC1CCN1CC=O,124.143,3,0,2,1,3,44.1,-0.21682,1
CC1(C#N)CCO1,97.117,2,0,0,1,2,33.019999999999996,0.68898,1
O=C1C=C=CCC(=O)N1,123.11099999999999,2,1,0,1,3,46.17,-0.2558000000000001,0
O=CC1COC=CC1=O,126.11099999999998,3,0,1,1,3,43.370000000000005,-0.08549999999999991,1
O=CC1C(=O)CC1=O,112.08399999999999,3,0,1,1,3,51.21,-0.6566000000000001,0
O=CC1CCC(=O)N1,113.116,2,1,1,1,3,46.17,-0.5361,1
C#CC1(C=O)NC1C=O,123.11099999999998,3,1,2,1,3,56.080000000000005,-1.2720000000000002,2
O=C1C=CC(=O)NCC1,125.12700000000001,2,1,0,1,3,46.17,-0.3684000000000003,0
O=C1C=CC(=O)C(=O)C1,124.095,3,0,0,1,3,51.21,-0.34640000000000015,0
C#CC1(C=O)NCCO1,125.127,3,1,1,1,3,38.33,-0.8654000000000002,1
CN1C(=O)C=C1C#N,108.1,2,0,0,1,3,44.1,-0.13412000000000002,0
N=C1CCCC(=O)C1=O,125.12699999999998,3,1,0,1,3,57.99,0.32827,0
O=C1C=CC(=O)NC1,111.10000000000001,2,1,0,1,3,46.17,-0.7585000000000002,0
O=CC#CC1CNC1=O,123.11099999999998,2,1,0,1,3,46.17,-1.0653000000000001,1
CC1C(=O)NC1=O,99.08899999999998,2,1,0,1,3,46.17,-0.7211000000000001,0
CN1C(=O)C=C1C=O,111.09999999999998,2,0,1,1,3,37.38,-0.4588000000000001,0
C#CC1CN=COCN1,124.14299999999999,3,1,0,1,3,33.62,-0.40620000000000006,1
O=C1CC(=O)C1CO,114.09999999999998,3,1,1,1,3,54.370000000000005,-0.8632000000000002,0
O=C1CCCC1O,100.11699999999999,2,1,0,1,2,37.3,0.1003,1
O=C1CC=CCNC1=O,125.127,2,1,0,1,3,46.17,-0.3684000000000002,0
O=C1CC=CNCC1=O,125.127,3,1,0,1,3,46.17,-0.3684000000000003,0
O=C1CC(=O)C1CO,114.09999999999998,3,1,1,1,3,54.370000000000005,-0.8632000000000002,0
C#Cc1n[nH]nc1C,107.11599999999999,2,1,0,1,3,41.57,0.09442,0
C#CC(=O)N1CC1=O,109.08399999999999,2,0,0,1,3,37.15,-1.0116,0
CC1(C=O)CCOC1=O,128.127,3,0,1,1,3,43.370000000000005,0.13850000000000007,1
O=C1CC=CC(O)C1=O,126.11099999999998,3,1,0,1,3,54.37,-0.5546000000000002,1
O=CC1CC(O)C1C=O,128.12699999999998,3,1,2,1,3,54.37,-0.6188,3
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
N#CC1C(=O)C1C=O,109.08399999999997,3,0,1,1,3,57.93,-0.4760200000000001,2
O=CCC1CCNC1=O,127.143,2,1,2,1,3,46.17,-0.28850000000000015,1
C#CC1(C=O)CN1C,109.128,2,0,1,1,2,20.08,-0.4973000000000001,2
O=C1CC=CC(O)C1=O,126.11099999999998,3,1,0,1,3,54.37,-0.5546000000000002,1
CC1(C=O)CC1=O,98.101,2,0,1,1,2,34.14,0.1644,1
C#CC1=C(CN)N1C=O,122.12699999999998,2,1,2,1,3,46.1,-0.7381,0
O=C1CCCC(=O)C1,112.128,2,0,0,1,2,34.14,0.6986,0
O=C1CCCNC1=O,113.116,2,1,0,1,3,46.17,-0.5345000000000002,0
CC1=CCNC(=O)CO1,127.14299999999999,2,1,0,1,3,38.33,0.03660000000000002,0
O=C1CCOC1=CCO,128.12699999999998,3,1,1,1,3,46.53,-0.14799999999999996,0
CC(=O)C1NC1=O,99.08899999999998,2,1,1,1,3,56.080000000000005,-0.9262000000000001,1
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
O=C1C=CC=CC1=O,108.09599999999999,2,0,0,1,2,34.14,0.25059999999999993,0
CN1C(=O)CCC1=O,113.116,2,0,0,1,3,37.38,-0.23480000000000012,0
CC1(C=O)NCC1=O,113.116,3,1,1,1,3,46.17,-0.8837000000000002,1
O=C1C=CCC(=O)C1=O,124.095,3,0,0,1,3,51.21,-0.34640000000000004,0
O=C1CCC(=O)C(=O)C1,126.11099999999999,3,0,0,1,3,51.21,-0.12239999999999995,0
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
C#CC1OCC1CO,112.12799999999999,2,1,1,1,2,29.46,-0.37310000000000004,2
COC1CC#COC1,112.128,2,0,1,1,2,18.46,0.38259999999999994,1
O=C1C=CCNC1=O,111.10000000000001,2,1,0,1,3,46.17,-0.7585000000000002,0
NC(=O)CC1CCC1=O,127.14299999999999,2,1,2,1,3,60.160000000000004,-0.15910000000000046,1
O=C1C#CNCC1=O,109.08399999999999,3,1,0,1,3,46.17,-1.3113000000000001,0
CC1(C#N)CN1C=O,110.116,2,0,1,1,3,43.87,-0.25932,1
O=CN1C=CC=CC1O,125.12699999999997,2,1,1,1,3,40.540000000000006,-0.15330000000000005,1
O=C1C=CCC(=O)C1=O,124.095,3,0,0,1,3,51.21,-0.34640000000000004,0
CC1NC(=O)CC1C=O,127.14299999999997,2,1,1,1,3,46.17,-0.2901,2
C#CC1NCN1CC=O,124.143,3,1,2,1,3,32.34,-0.9926999999999999,1
C#CCN1COC1C=O,125.12699999999997,3,0,2,1,3,29.54,-0.5657000000000001,1
CC1(C)C(=O)C1=O,98.10099999999998,2,0,0,1,2,34.14,0.1644,0
C=O,30.026,1,0,0,0,1,17.07,-0.1849,0
C#CC1N=CC=C[NH+]=N1,120.13499999999998,2,1,0,1,3,38.69,-0.9234,1
C#CC1(C#N)NCO1,108.09999999999998,3,1,0,1,3,45.05,-0.5832200000000001,1
C#CC1=CC(=O)NCO1,123.11099999999999,2,1,0,1,3,38.33,-0.39260000000000006,0
C#CC1OCC1=O,96.085,2,0,0,1,2,26.3,-0.4125000000000001,1
CN1CC(=O)C(=O)C1,113.11599999999999,3,0,0,1,3,37.38,-0.9300000000000002,0
O=C1C=CCCNC1=O,125.12700000000001,2,1,0,1,3,46.17,-0.3684000000000002,0
C#CC1OCC1C=O,110.11199999999998,2,0,1,1,2,26.3,-0.1665000000000001,2
N#CC1=CC(=O)CCO1,123.11099999999999,3,0,0,1,3,50.09,0.38327999999999995,0
CC#CC1NCC1=O,109.12799999999999,2,1,0,1,2,29.1,-0.44940000000000024,1
O=CN1CC=CCC1=O,125.12699999999998,2,0,1,1,3,37.38,-0.06869999999999998,0
CC(=O)CC1NC1=O,113.11599999999999,2,1,2,1,3,56.080000000000005,-0.5361,1
O=C1CCOCC1=O,114.1,3,0,0,1,3,43.370000000000005,-0.45510000000000006,0
CC1NC1C(=O)C=O,113.11599999999999,3,1,2,1,3,56.080000000000005,-0.8853000000000002,2
C#CC1(C=O)CC1=O,108.09599999999999,2,0,1,1,2,34.14,-0.22229999999999994,1
CC1CCOC1=O,100.11699999999999,2,0,0,1,2,26.3,0.5694,1
C#CC1OC(C=O)C1=O,124.09499999999997,3,0,1,1,3,43.370000000000005,-0.8450000000000002,2
O=C1CCOC(=O)C1,114.1,3,0,0,1,3,43.370000000000005,-0.10750000000000004,0
O=CCC1C=CCC(=O)N1,139.154,2,1,2,1,3,46.17,0.020100000000000062,1
O=C1CCOC=CO1,114.09999999999998,3,0,0,1,3,35.53,0.42110000000000003,0
CC1(C#N)CN1,82.10600000000001,2,1,0,1,2,45.730000000000004,-0.12811999999999996,1
O=C1CCCC=CNC1=O,139.154,2,1,0,1,3,46.17,0.3693,0
CC1CCNC1C=O,113.15999999999997,2,1,1,1,2,29.1,0.18329999999999985,2
CC1CC(=O)NC1=O,113.11599999999999,2,1,0,1,3,46.17,-0.3310000000000001,1
CC1C=NC(=O)CCN1,126.15899999999999,2,1,0,1,3,41.46,-0.03439999999999993,1
O=C1CCC(=O)C1=O,112.08399999999999,3,0,0,1,3,51.21,-0.5125,0
CN1C=CC(=O)CC1=O,125.127,2,0,0,1,3,37.38,-0.06869999999999998,0
C#CC1(C=O)CC1=O,108.09599999999999,2,0,1,1,2,34.14,-0.22229999999999994,1
N#CC1NCCC1=O,110.116,3,1,0,1,3,52.89,-0.5590200000000001,1
C#CC1(O)CCC1=O,110.112,2,1,0,1,2,37.3,-0.2864,1
CC1(C=O)CC(=O)C1=O,126.11099999999999,3,0,1,1,3,51.21,-0.26649999999999996,1
CC1(C=O)CN1CC=O,127.143,3,0,3,1,3,37.15,-0.5415000000000001,2
C#CC1(OC=O)CC1,110.112,2,0,2,1,2,26.3,0.32519999999999993,0
N#CC1=COCC1=O,109.08399999999999,3,0,0,1,3,50.089999999999996,-0.006820000000000048,0
O=C1CCC1CO,100.11699999999999,2,1,1,1,2,37.3,-0.04219999999999996,1
O=CC1CCC1=O,98.101,2,0,1,1,2,34.14,0.1644,1
O=C1NCC=C=C1CO,125.12699999999998,2,2,1,1,3,49.33,-0.8100000000000003,0
O=C1C=C=CNC1=O,109.08399999999999,2,1,0,1,3,46.17,-0.6459000000000001,0
O=C1CC=CCC1=O,110.112,2,0,0,1,2,34.14,0.47459999999999997,0
N#CC1CNCC1=O,110.11599999999999,3,1,0,1,3,52.89,-0.7015200000000001,1
CN1CCC(=O)C1=O,113.11599999999999,2,0,0,1,3,37.38,-0.5824,0
O=C1CCCC(=O)N1,113.116,2,1,0,1,3,46.17,-0.1869,0
C#CC1CCN1C=O,109.128,1,0,1,1,2,20.310000000000002,-0.14969999999999994,1
O=C1C=CC(=O)NC1,111.10000000000001,2,1,0,1,3,46.17,-0.7585000000000002,0
O=C1C=CC(=O)NC1,111.10000000000001,2,1,0,1,3,46.17,-0.7585000000000002,0
O=C1CCCC1=O,98.101,2,0,0,1,2,34.14,0.3085,0
CC1OCCC(=O)CO1,130.143,3,0,0,1,3,35.53,0.33840000000000003,1
O=C1CCCNC1=O,113.116,2,1,0,1,3,46.17,-0.5345000000000002,0
