SMILES,MW,HBA,HBD,nRot,nRing,nHet,TPSA,LogP,StereoCenters
CCC1C2COCOC12,128.171,2,0,1,2,2,18.46,1.0152999999999999,3
CC12CNC(O1)C2(C)O,129.159,3,2,0,3,3,41.489999999999995,-0.5444000000000002,3
N=C1OC23CCC1C2C3,123.15499999999999,2,1,0,3,2,33.08,1.1625699999999999,3
C#CC1CCC=C(C)C1,120.195,0,0,0,1,0,0.0,2.3660000000000005,1
O=C1CC2C3CC(O1)C23,124.13899999999998,2,0,0,3,2,26.3,0.5678,4
OCC1CC#CCC1,110.156,1,1,1,1,1,20.23,0.7822,1
CC1CCC=CC1=O,110.15599999999998,1,0,0,1,1,17.07,1.5416,1
CC1COC2CCC1O2,128.171,2,0,0,2,2,18.46,1.1578,3
CC(O)C(C=O)CO,118.13199999999999,3,2,3,0,3,57.53,-0.8254000000000001,2
CC1=CNC(=O)C1=O,111.1,2,1,0,1,3,46.17,-0.4109,0
N#CC1(O)C(=[NH2+])CC1N,126.13900000000001,3,3,0,1,4,95.63,-2.827819999999999,2
C#CC1CC1CCC,108.184,0,0,2,1,0,0.0,2.0558,2
OCC1C2CCC1C2O,128.171,2,2,1,3,2,40.46,-0.004400000000000126,2
CC#CCN1NC1=N,109.13199999999999,1,2,1,1,3,48.800000000000004,-0.23532999999999993,0
CCN=C1OCC1CC,127.18699999999998,2,0,2,1,2,21.59,1.4612,1
CC(O)C(=N)C(C)C=O,129.159,3,2,3,0,3,61.15,0.22196999999999983,2
CC(=O)CC1CCCO1,128.171,2,0,2,1,2,26.3,1.1445,1
CC1N=C(N)C(C#N)N1,124.147,4,2,0,1,4,74.19999999999999,-0.8150199999999999,2
CC#CCCC(=O)O,112.12799999999999,1,1,2,0,2,37.3,0.8745,0
CC1CC1OC1CCO1,128.171,2,0,2,2,2,18.46,1.1578,3
CC1=CCOCOCC1,128.171,2,0,0,1,2,18.46,1.3271,0
C#CC1(C)COCC1=O,124.13899999999998,2,0,0,1,2,26.3,0.22520000000000007,1
CC#CC#CCCC,106.16799999999999,0,0,1,0,0,0.0,1.8132000000000001,0
CC(=O)C(=O)CCO,116.11599999999999,3,1,3,0,3,54.370000000000005,-0.4731,0
CC1C=CC2CC(O1)O2,126.15499999999999,2,0,0,3,2,18.46,1.0762999999999998,3
CC1C2CC1(O)CC2O,128.171,2,2,0,3,2,40.46,0.1381,4
CC12CCCC1C2O,112.17199999999998,1,1,0,2,1,20.23,1.1673,3
C#CC1CCCC1C,108.184,0,0,0,1,0,0.0,2.0558,2
OC1CC1OC1CCC1,128.171,2,1,2,2,2,29.46,0.6887000000000001,2
C#CC1OC1(C)CCC,124.18299999999999,1,0,2,1,1,12.53,1.5772,2
CN1C=CC2(CC2)CN1,124.18700000000001,2,1,0,2,2,15.27,0.7303,0
OCCCOC1CO1,118.13199999999999,3,1,4,1,3,41.99,-0.2583000000000002,1
N#CC1(NC=O)CCC1,124.14299999999999,2,1,2,1,3,52.89,0.17867999999999995,0
C#CC12CC1C(=O)CO2,122.12299999999998,2,0,0,2,2,26.3,-0.022399999999999975,2
N=CN1CC(O)C1C=O,128.13099999999997,3,2,2,1,4,64.39000000000001,-1.1625300000000003,2
N#CC1CNC1O,98.10499999999998,3,2,0,1,3,56.05,-0.9522200000000001,2
Cc1[nH]nnc1C=O,111.10399999999998,3,1,1,1,4,58.64,-0.07438000000000006,0
CCCC1C2C[N+]12[O-],113.16,1,0,2,2,2,23.06,0.8654999999999999,3
CCOC(=O)CO,104.10499999999999,3,1,2,0,3,46.53,-0.4581999999999999,0
CC1OC2C(=O)C12C,112.12799999999999,2,0,0,2,2,26.3,0.3626999999999999,3
CC1OCC12CC1CN12,125.17099999999999,2,0,0,3,2,12.24,0.2318,4
CC1C2CCC1OCO2,128.171,2,0,0,2,2,18.46,1.1578,2
CC1(C#N)NC2CC21O,124.14299999999997,3,2,0,2,3,56.05,-0.6247199999999999,3
CNC(=O)COC,103.121,2,1,2,0,3,38.33,-0.6212000000000002,0
CC#CC12C3CCC1C32,118.17899999999997,0,0,0,4,0,0.0,1.6657,2
OCC1OC2CNC12O,131.131,4,3,1,2,4,61.72,-1.9620999999999993,3
O=CC1(C2CCN2)CC1,125.171,2,1,2,2,2,29.1,0.32739999999999997,1
C#CCC#CC(=O)CO,122.12299999999998,2,1,1,0,2,37.3,-0.42550000000000004,0
COCC1OC2CC1O2,130.143,3,0,2,3,3,27.69,0.14660000000000006,3
CC(=O)C1CCOCC1,128.171,2,0,1,1,2,26.3,1.002,0
O=CN1C=CCOC1,113.116,2,0,1,1,3,29.540000000000003,-0.05380000000000007,0
CC1CC(=O)CNCO1,129.159,3,1,0,1,3,38.33,-0.08859999999999996,1
N#CCc1cc(O)[nH]n1,123.11499999999998,3,2,1,1,4,72.69999999999999,0.18137999999999999,0
CCCC1C2OC(=O)C12,126.15499999999997,2,0,2,2,2,26.3,0.9579,3
CC1C2C(O)CCC12C,126.199,1,1,0,2,1,20.23,1.4133,4
C#CCC12CC3CC1C32,118.17899999999997,0,0,1,3,0,0.0,1.6657,4
CC1OCCCC1=O,114.14399999999999,2,0,0,1,2,26.3,0.7544,1
C#CC1(C)CCOCO1,126.15499999999999,2,0,0,1,2,18.46,0.7726999999999999,1
O=C1CCCC12C1CC12,122.16699999999999,1,0,0,3,1,17.07,1.3755,2
O=C1C=CCCCCC1,124.18300000000002,1,0,0,1,1,17.07,2.0758,0
N#CC12C=CC3C1NC32,118.13899999999997,2,1,0,5,2,35.82,0.03637999999999991,2
C#Cc1nnc(N)n1C,122.131,4,1,0,1,4,56.73,-0.6214000000000004,0
CC1NCC1C1(C)CN1,126.20299999999999,2,2,1,2,2,33.97,-0.043800000000000006,3
CCCNCCC=O,115.17599999999999,2,1,5,0,2,29.1,0.575,0
O=CC(=O)C1CC(=O)C1,126.11099999999999,3,0,2,1,3,51.21,-0.2665000000000002,0
O=C1OC2CC3CC1C32,124.13899999999998,2,0,0,3,2,26.3,0.5678,4
CC12C3CCC1C2C3O,124.18299999999998,1,1,0,3,1,20.23,1.0231999999999999,5
CCC1CCCC(=O)O1,128.171,2,0,1,1,2,26.3,1.4921,1
N=C1NC2CC13CC2C3,122.171,1,2,0,4,2,35.88,0.7355700000000001,1
CC(=O)C(O)CCC=O,130.143,3,1,4,0,3,54.37,-0.08460000000000001,1
CC1=CC2OC1OC2C,126.15499999999999,2,0,0,2,2,18.46,1.0763,3
C1=CC2OC(N1)C1CC21,123.15499999999997,2,1,0,3,2,21.259999999999998,0.4642999999999999,4
O=C1CCC(=O)NC1,113.116,2,1,0,1,3,46.17,-0.5345,0
C#CC(C#C)CCO,108.14,1,1,2,0,1,20.23,0.2514,0
NC(=O)C12COC1C2,113.11599999999999,2,1,1,2,3,52.32000000000001,-0.7394000000000001,2
C#CC1C2NCC3C1C32,119.16699999999997,1,1,0,3,1,12.03,0.08339999999999992,5
CC#CCNC1CCC1,123.19899999999998,1,1,2,1,1,12.03,1.1518000000000002,0
NCC1=CC2C=C(N)C12,122.17099999999998,2,2,1,2,2,52.04,-0.02629999999999988,2
C#CC(=O)C(C)O,98.10099999999998,2,1,1,0,2,37.3,-0.43050000000000005,1
O=C1CNCN=CO1,114.104,4,1,0,1,4,50.69,-0.8814,0
CC1=CC2CC1OC2=O,124.139,2,0,0,2,2,26.3,0.878,2
C#CC=C(C)C(C)O,110.15599999999998,1,1,1,0,1,20.23,0.9466999999999999,1
O=C1CC(CCO)C1,114.144,2,1,2,1,2,37.3,0.34790000000000004,0
CC12OCC1COC2O,130.143,3,1,0,2,3,38.69,-0.2599000000000002,3
CC1OC2(O1)C1CCN12,127.14299999999999,3,0,0,3,3,21.47,0.1208999999999999,2
CCC(CCO)C(C)=O,130.18699999999998,2,1,4,0,2,37.3,0.984,1
O=C1C2CCN2C12CO2,125.12700000000001,3,0,0,3,3,32.84,-0.6301000000000001,2
O=CCC1COCC1O,130.143,3,1,2,1,3,46.53,-0.41730000000000017,2
O=C(CCO)C1OCO1,132.11499999999998,4,1,3,1,4,55.760000000000005,-0.7317,0
Cn1ccnc1CCO,126.15899999999999,3,1,2,1,3,38.05,-0.045100000000000084,0
CC12OCC1C1CCC12,124.18299999999998,1,0,0,3,1,9.23,1.4313,4
N#CCC1CC1(F)C#N,124.11800000000001,2,0,1,1,3,47.58,1.15186,2
COC12CC1(C)CO2,114.14399999999999,2,0,1,2,2,18.46,0.7693,2
Nc1nnnc(=O)nn1,126.079,7,1,0,1,7,107.53999999999999,-2.396000000000001,0
CC1=C(C)CCCC=C1,122.21099999999998,0,0,0,1,0,0.0,3.0629000000000017,0
CCC(O)CC=O,102.133,2,1,3,0,2,37.3,0.3463,1
CCNC(=O)C1NC1O,130.147,3,3,2,1,4,71.27000000000001,-1.5872999999999993,2
N#CC1C2C=CCC1C2,119.16699999999999,1,0,0,3,1,23.79,1.72218,3
CC1(C=O)CC1O,100.11699999999999,2,1,1,1,2,37.3,-0.043800000000000006,2
Cc1nc(N2CN2)n[nH]1,125.135,4,2,1,2,5,66.52000000000001,-0.6047800000000003,0
COC1CC1C1CCC1,126.199,1,0,2,2,1,9.23,1.8214000000000001,2
CCC1OC2COC1O2,130.14299999999997,3,0,1,2,3,27.69,0.4942,3
CC1NC2(CCC2)C1=O,125.17099999999999,2,1,0,2,2,29.1,0.46990000000000004,1
C#CCC1C2C3OC2C13,120.15099999999997,1,0,1,5,1,9.23,0.6529,0
CC12NC1C1NCCC12,124.187,2,2,0,3,2,33.97,-0.2914000000000003,4
CC1CC(=O)CC1C=O,126.15499999999997,2,0,1,1,2,34.14,0.8005,2
CC1OCC2C3N2C13O,127.14299999999997,3,1,0,4,3,32.47,-0.8399000000000001,5
CCC(=O)NCCCO,131.175,2,2,4,0,3,49.33,-0.10500000000000015,0
N=CNC(C=O)NC=O,129.119,3,3,5,0,5,82.05000000000001,-1.5459299999999998,1
NC1CC2C1N2C=O,112.13199999999999,2,1,1,2,3,46.1,-1.0734000000000004,3
OC1C2C3CC2N1CN3,126.159,3,2,0,4,3,35.5,-1.0617999999999994,5
O=C1CNCC2CC1C2,125.17099999999999,2,1,0,3,2,29.1,0.18489999999999984,0
CC12CC3C=C1OCC32,122.16699999999999,1,0,0,4,1,9.23,1.5565,3
C#CC1OC1C=CC,108.13999999999997,1,0,1,1,1,12.53,0.9631,2
O=C1CCOC(CO)N1,131.131,3,2,1,1,4,58.56,-1.1587000000000003,1
CC1CN=CC2(CO2)C1,125.17099999999998,2,0,0,2,2,24.89,0.866,2
CC1(O)C=CC23OC2C13,124.13899999999998,2,1,0,3,2,32.76,0.07459999999999994,4
OC1C=CCC(O)C=C1,126.15499999999997,2,2,0,1,2,40.46,0.2242999999999999,2
CC1CCC(=O)CCO1,128.171,2,0,0,1,2,26.3,1.1445,1
CCC1NC(C)CC1O,129.203,2,2,1,1,2,32.26,0.5076999999999996,3
OCC1CC2C1C1CN21,125.17099999999999,2,1,1,3,2,23.240000000000002,-0.3188000000000002,5
CC1C2CCC1C(O)C2,126.19899999999998,1,1,0,2,1,20.23,1.4133,4
O=C1NCOC(=O)C1O,131.087,4,2,0,1,5,75.63,-2.0221999999999998,1
N=C1CC2C=CCCC12,121.18299999999998,1,1,0,2,1,23.85,1.99227,2
CC1C2CC3CCC12O3,124.18299999999999,1,0,0,3,1,9.23,1.5737999999999999,4
COC1NC2(C)C(=O)C12,127.14299999999999,3,1,1,2,3,38.33,-0.48029999999999995,3
C#CC1(O)CCN1CO,127.143,3,2,1,1,3,43.7,-1.0363,1
CCC1COC1CC#N,125.17099999999999,2,0,2,1,2,33.019999999999996,1.32508,2
CC1OC(O)C12C1NC12,127.14299999999997,3,2,0,3,3,51.400000000000006,-0.9361000000000002,4
O=C1C=CN2C(O)C12,111.09999999999998,3,1,0,2,3,40.31,-0.9146000000000001,2
CC1C#CCCCC1,108.184,0,0,0,1,0,0.0,2.1999000000000004,1
CC1C2CCOCC1O2,128.171,2,0,0,3,2,18.46,0.8102,3
CC12C=CC3OC1C32,108.13999999999999,1,0,0,3,1,9.23,0.9597,4
CC(O)CC(C)CC#N,127.187,2,1,3,0,2,44.019999999999996,1.30708,2
O=C1CN=CCCC1O,127.14299999999997,3,1,0,1,3,49.66,-0.21899999999999992,1
O=C1CC2C3CC1CC23,122.16699999999999,1,0,0,4,1,17.07,1.2314,2
Nc1cnc(=O)[nH]c1,111.10399999999998,3,2,0,1,4,71.77,-0.6479000000000001,0
CC(O)C1OCC1CO,132.15900000000002,3,2,2,1,3,49.69,-0.6255000000000002,3
CC(C)COC=O,102.13299999999998,2,0,3,0,2,26.3,0.8154,0
CC#CCOOCO,116.11599999999999,3,1,3,0,3,38.69,-0.0923,0
N=COC(O)CCO,119.11999999999999,4,3,4,0,4,73.54,-0.6891300000000002,1
N=C1CCC2C=CCC12,121.18299999999996,1,1,0,2,1,23.85,1.99227,2
O=CC(CO)CC1CC1,128.171,2,1,4,1,2,37.3,0.5939000000000001,1
O=C1COCN2C(O)C12,129.115,4,1,0,2,4,49.540000000000006,-1.4542000000000004,3
N#CC12CCC3CC1C32,119.16699999999997,1,0,0,3,1,23.79,1.5560800000000001,4
OCCCC(F)(F)F,128.09300000000002,1,1,2,0,4,20.23,1.3212,0
OC12CC3C4C1C2N34,109.12799999999999,2,1,0,5,2,23.240000000000002,-0.8140000000000001,6
CCC1OC2OC(=O)C12,128.12699999999998,3,0,1,2,3,35.53,0.2943,3
CC1(CC(=O)CO)CN1,129.159,3,2,3,1,3,59.239999999999995,-0.7002000000000002,1
C#CCC1COCC1=O,124.139,2,0,1,1,2,26.3,0.22520000000000007,1
O=CC1CC=C(CO)C1,126.15499999999999,2,1,2,1,2,37.3,0.514,1
N#CCc1nonc1N,124.10300000000001,5,1,1,1,5,88.73,-0.28212000000000004,0
O=C1NC2C3CC1C2C3,123.15499999999999,1,1,0,4,2,29.1,0.1407999999999996,4
CN1C2=CC1C(C=O)C2,123.15499999999997,2,0,1,3,2,20.310000000000002,0.4030999999999999,2
CC1CNC1(C)C1CC1,125.21499999999999,1,1,1,2,1,12.03,1.3944,2
CC1(O)C=CC2OC21O,128.12699999999998,3,2,0,2,3,52.989999999999995,-0.6054000000000002,3
Cc1c[nH]cc1CO,111.14399999999999,1,2,1,1,2,36.019999999999996,0.8154199999999998,0
CC1COCC(=O)C1,114.14399999999999,2,0,0,1,2,26.3,0.6119,1
Nc1cc[n+]([O-])nc1N,126.11900000000001,4,2,0,1,5,91.86999999999999,-1.1206,0
CC1C=NN=C(N)C1=O,125.131,4,1,0,1,4,67.81,-0.4517999999999999,1
CC1CC2(O)CC1C2=O,126.15499999999997,2,1,0,3,2,37.3,0.3463,3
CC12C3OC1C21CCC31,122.16699999999999,1,0,0,4,1,9.23,1.1837,5
N#CCC(O)C(F)(F)F,139.076,2,1,1,0,5,44.019999999999996,0.82328,1
CCC1(N)COC1C,115.17599999999997,2,1,1,1,2,35.25,0.5125999999999998,2
N#CC1=CCCCCO1,123.155,2,0,0,1,2,33.019999999999996,1.59438,0
CC#CC1C=CCOC1,122.16699999999999,1,0,0,1,1,9.23,1.2123,1
C#COC(C#C)C(C)O,124.13899999999997,2,1,2,0,2,29.46,-0.0237,2
CC(O)C1COCO1,118.132,3,1,1,1,3,38.69,-0.2599,2
CC1C(O)CC1C#N,111.144,2,1,0,1,2,44.019999999999996,0.52688,3
N#CC12C3CCC1C2C3,119.16699999999999,1,0,0,3,1,23.79,1.5560800000000001,4
N=C1C=CC(=NO)CC1,124.143,3,2,0,1,3,56.44,1.18637,0
COCC1C2CCOC21,128.171,2,0,2,2,2,18.46,0.6677,3
N=CC(=O)NC(N)O,117.10799999999999,4,4,2,0,5,99.2,-2.0132299999999996,1
C#CC1CC(=O)C1,94.113,1,0,0,1,1,17.07,0.5987,0
CC12CCC1C1C3CC312,120.19499999999998,0,0,0,4,0,0.0,2.0524,5
C#CC1C(O)C(C)C1O,126.15499999999997,2,2,0,1,2,40.46,-0.3927,2
CC#Cc1ccnn1C,120.15499999999999,2,0,0,1,2,17.82,0.7915,0
O=C1NCC=CC2CN12,124.14299999999999,1,1,0,2,3,32.11,-0.050000000000000044,1
CC1NC(=O)C1C=O,113.11599999999997,2,1,1,1,3,46.17,-0.6802000000000001,2
Cc1nonc1C#N,109.088,4,0,0,1,4,62.71,0.24969999999999998,0
CC1=NCC(=O)CC1O,127.14299999999997,3,1,0,1,3,49.66,-0.21899999999999992,1
CC1OC2N3C1CC23C,125.17099999999998,2,0,0,3,2,12.24,0.5778,5
C#CC1(OCCC)C=N1,123.155,2,0,3,1,2,21.59,0.8269,1
OCC1OCC12CO2,116.116,3,1,1,2,3,41.99,-0.8535000000000001,2
O=C1OCCC2OC1O2,130.099,4,0,0,3,4,44.760000000000005,-0.36770000000000014,0
O=CC1CC2=CC1CC2,122.16699999999999,1,0,1,2,1,17.07,1.5415999999999999,2
CC(C)(C)C(=O)CCO,130.187,2,1,2,0,2,37.3,0.984,0
O=C1C2CC1C1OCC21,124.13899999999998,2,0,0,4,2,26.3,0.22019999999999995,4
CC12CN=CCCC1=N2,122.17099999999999,2,0,0,2,2,24.72,1.0643,1
C#CC(CC)C(C)O,112.17199999999998,1,1,2,0,1,20.23,1.0266,2
O=CC1CCC1CO,114.14399999999999,2,1,2,1,2,37.3,0.20380000000000004,2
CCC1(C)CCC1CO,128.21499999999997,1,1,2,1,1,20.23,1.8050000000000002,2
CC1CC1C1(C)CCN1,125.215,1,1,1,2,1,12.03,1.3943999999999999,3
CC(=O)CNC(F)(F)F,141.09199999999998,2,1,2,0,5,29.1,0.6848000000000001,0
CC1CC2C=CCC1O2,124.18299999999998,1,0,0,2,1,9.23,1.7399,3
OC1NCC1C1CCO1,129.159,3,2,1,2,3,41.489999999999995,-0.6869000000000003,3
O=C1NC2CC3CC1C32,123.15499999999999,1,1,0,3,2,29.1,0.1407999999999996,4
CC1CCC(=O)C2NC12,125.17099999999998,2,1,0,2,2,39.010000000000005,0.3257999999999999,3
C#CC1(C)CNC1,95.145,1,1,0,1,1,12.03,0.22909999999999991,0
O=C1OC2CC3C(C2)C13,124.13899999999998,2,0,0,4,2,26.3,0.5678,2
CCCc1cnc(O)[nH]1,126.15899999999998,2,2,2,1,3,48.910000000000004,1.0677999999999999,0
CC1(C=O)OCOC1N,131.13099999999997,4,1,1,1,4,61.55,-0.7669000000000004,2
COC1CC1C1CCO1,128.171,2,0,2,2,2,18.46,0.8101999999999999,3
CC1C2COC(C2)C1O,128.171,2,1,0,2,2,29.46,0.40209999999999996,4
N#CN1C=NCC(=O)C1,123.115,4,0,0,1,4,56.46,-0.6195200000000001,0
C#CC1OCCC(C)O1,126.15499999999999,2,0,0,1,2,18.46,0.7711,2
CC1C=CC1OC(=O)[O-],127.11899999999999,3,0,1,1,3,49.36,-0.07920000000000005,2
CCC1C=C(C)C(O)O1,128.171,2,1,1,1,2,29.46,1.0598999999999998,2
C#CC12CCC#CC1C2,116.16299999999998,0,0,0,2,0,0.0,1.4231,2
C#CC1C2CC1C21CO1,120.151,1,0,0,4,1,12.53,0.6545,2
CC(C=O)(CO)CCO,132.15900000000002,3,2,4,0,3,57.53,-0.4336999999999999,1
O=C1CCCCCC1=O,126.155,2,0,0,1,2,34.14,1.0887,0
CC1CNCNC1=O,114.148,2,2,0,1,3,41.129999999999995,-0.7006000000000001,1
C#CC1CCC1CC=O,122.16699999999999,1,0,2,1,1,17.07,1.2348,2
C#CC#CCCN=O,107.112,2,0,2,0,2,29.43,0.7795000000000001,0
O=CCOC=C1CCO1,128.12699999999998,3,0,3,1,3,35.53,0.4636,0
O=CN1CCC=CCO1,127.14299999999999,2,0,1,1,3,29.540000000000003,0.33629999999999993,0
CC1C=CCC(C)OC1,126.199,1,0,0,1,1,9.23,1.9875,2
CCCC#CCC=O,110.15599999999998,1,0,2,0,1,17.07,1.3789,0
COC1CC1C1COC1,128.171,2,0,2,2,2,18.46,0.6677,2
C#CC(C)(C#N)CO,109.12799999999999,2,1,1,0,2,44.019999999999996,0.14178000000000002,1
CC1NCC(=N)CC1O,128.17499999999998,3,3,0,1,3,56.11,-0.2511300000000004,2
CC1=CC2CC2N2CN12,122.17100000000002,2,0,0,3,2,6.02,0.7824000000000001,3
OC1=C(O)OCNC=C1,129.115,4,3,0,1,4,61.72,0.36250000000000004,0
C#CC1(C=O)CCO1,110.112,2,0,1,1,2,26.3,-0.022400000000000087,1
O=CC12CC13COC3N2,125.12699999999998,3,1,1,3,3,38.33,-0.7263000000000002,3
N#CC1CCCCCC1,123.19900000000001,1,0,0,1,1,23.79,2.4803800000000003,0
CC1=CCOC(=O)CC1,126.155,2,0,0,1,2,26.3,1.2697,0
CC12NCCCC1C2O,127.18699999999998,2,2,0,2,2,32.26,0.11920000000000003,3
C#CC1(C)C2OCC21O,124.13899999999997,2,1,0,2,2,29.46,-0.23059999999999997,3
O=CC1(O)CCC1O,116.11599999999999,3,2,1,1,3,57.53,-0.9289000000000001,2
[NH2+]CC1C(=O)C=CC1O,127.14299999999996,3,2,1,1,3,62.60000000000001,-1.8699,2
N#CC1CCC(O)O1,113.11599999999999,3,1,0,1,3,53.25,0.007379999999999998,2
O=C1CCC1CC1CC1,124.18299999999999,1,0,2,2,1,17.07,1.7656,1
COC1CC2C(C)C12O,128.171,2,1,1,2,2,29.46,0.40209999999999996,4
O=C1NC2(O)CC1C2,113.11599999999999,2,2,0,3,3,49.33,-0.7852000000000003,0
COCC#CC(=O)C=O,126.11099999999998,3,0,2,0,3,43.370000000000005,-0.5958000000000001,0
Cc1cnc(F)nc1,112.107,2,0,0,1,3,25.78,0.9241199999999999,0
Nc1cnc2ccc-2[nH]n1,134.14199999999997,3,2,0,2,4,67.59,0.4917000000000001,0
C1=CC2OCOC1CO2,128.12699999999998,3,0,0,3,3,27.69,0.27179999999999993,2
CC(O)(C#N)C1CCN1,126.159,3,2,1,1,3,56.05,-0.37712000000000007,2
CN1NC(=N)C=C(O)N1,128.135,4,4,0,1,5,71.38000000000001,-0.6823299999999999,0
CC(=O)C(C=O)CN,115.132,3,1,3,0,3,60.16,-0.6508,1
CC1C(=O)CC2C(O)C12,126.15499999999997,2,1,0,2,2,37.3,0.2022,4
O=C1C(O)CC2CCC12,126.155,2,1,0,2,2,37.3,0.34630000000000005,3
N#CC1CC1O,83.08999999999999,2,1,0,1,2,44.019999999999996,-0.10922000000000004,2
CC(=O)N(C=O)C(C)O,131.131,3,1,2,0,4,57.61,-0.6703999999999999,1
CCC1CCOC(=O)C1,128.171,2,0,1,1,2,26.3,1.3496000000000001,1
COCc1cnc[nH]1,112.13199999999999,2,1,2,1,3,37.91,0.5561,0
CC#CC(O)CCC,112.172,1,1,2,0,1,20.23,1.1707,1
CCC1COCCO1,116.16,2,0,1,1,2,18.46,0.8118,1
C#CC1C2CC1(C)C2O,122.16699999999999,1,1,0,3,1,20.23,0.6364999999999998,4
Cc1cc(C)c(N)nn1,123.15900000000002,3,1,0,1,3,51.8,0.67564,0
OC1CC2OC12C1CC1,126.15499999999999,2,1,1,3,2,32.76,0.2986,3
N#CC1OCC2OCC12,125.12699999999998,3,0,0,2,3,42.25,-0.07621999999999995,3
CCc1onc(C)c1N,126.15899999999999,3,1,1,1,3,52.05,1.12762,0
CC1C=CCC(=O)C1,110.156,1,0,0,1,1,17.07,1.5416,1
CC(O)OCC#N,101.105,3,1,2,0,3,53.25,-0.13511999999999996,1
C#CC1C=CC(O)C1,108.13999999999999,1,1,0,1,1,20.23,0.5566,2
COC1C=CCOC1O,130.143,3,1,1,1,3,38.69,-0.09379999999999994,2
COCC1COC(C)O1,132.159,3,0,2,1,3,27.69,0.3942000000000001,2
CC1CC2CCC(O)C12,126.19899999999998,1,1,0,2,1,20.23,1.4133,4
CN1CCC2OC(=O)C21,127.14299999999997,3,0,0,2,3,29.54,-0.3841000000000001,2
CC#CC1CCCC1C,122.211,0,0,0,1,0,0.0,2.445900000000001,2
OC12CC3C(=N1)CNC32,124.143,3,2,0,4,3,44.620000000000005,-0.8787000000000003,3
N=C1CNC(O)=CO1,114.10399999999997,4,3,0,1,4,65.34,-0.05963000000000007,0
Cc1c[nH]c(=O)nc1C,124.143,2,1,0,1,3,45.75,0.3867399999999999,0
CC1CC23NC2OC13,111.14399999999998,2,1,0,3,2,31.17,0.0930999999999998,4
CC12OCC3CC1OC32,126.15499999999997,2,0,0,4,2,18.46,0.5626,4
CC1CCCCC1=O,112.172,1,0,0,1,1,17.07,1.7656,1
C1=CC2OCOCC2O1,128.12699999999998,3,0,0,2,3,27.69,0.27180000000000004,2
